"tax_id","parent_id","rank","tax_name","root","below_root","superkingdom","below_superkingdom","below_below_superkingdom","phylum","subphylum","class","below_class","order","below_order","below_below_order","family","below_family","genus","below_genus","species_group","species_subgroup","species","below_species","below_below_species","subspecies","below_subspecies"
"1","1","root","root","1","","","","","","","","","","","","","","","","","","","","","",""
"131567","1","below_root","cellular organisms","1","131567","","","","","","","","","","","","","","","","","","","","",""
"2","131567","superkingdom","Bacteria","1","131567","2","","","","","","","","","","","","","","","","","","","",""
"1783270","2","below_superkingdom","FCB group","1","131567","2","1783270","","","","","","","","","","","","","","","","","","",""
"1783257","2","below_superkingdom","PVC group","1","131567","2","1783257","","","","","","","","","","","","","","","","","","",""
"1783272","2","below_superkingdom","Terrabacteria group","1","131567","2","1783272","","","","","","","","","","","","","","","","","","",""
"2323","2","below_superkingdom","unclassified Bacteria","1","131567","2","2323","","","","","","","","","","","","","","","","","","",""
"1783234","2323","below_below_superkingdom","Bacteria candidate phyla","1","131567","2","2323","1783234","","","","","","","","","","","","","","","","","",""
"68336","1783270","below_below_superkingdom","Bacteroidetes/Chlorobi group","1","131567","2","1783270","68336","","","","","","","","","","","","","","","","","",""
"201174","1783272","phylum","Actinobacteria","1","131567","2","1783272","","201174","","","","","","","","","","","","","","","","",""
"976","68336","phylum","Bacteroidetes","1","131567","2","1783270","68336","976","","","","","","","","","","","","","","","","",""
"95818","1783234","phylum","Candidatus Saccharibacteria","1","131567","2","2323","1783234","95818","","","","","","","","","","","","","","","","",""
"204428","1783257","phylum","Chlamydiae","1","131567","2","1783257","","204428","","","","","","","","","","","","","","","","",""
"1239","1783272","phylum","Firmicutes","1","131567","2","1783272","","1239","","","","","","","","","","","","","","","","",""
"32066","2","phylum","Fusobacteria","1","131567","2","","","32066","","","","","","","","","","","","","","","","",""
"1224","2","phylum","Proteobacteria","1","131567","2","","","1224","","","","","","","","","","","","","","","","",""
"544448","1783272","phylum","Tenericutes","1","131567","2","1783272","","544448","","","","","","","","","","","","","","","","",""
"68525","1224","subphylum","delta/epsilon subdivisions","1","131567","2","","","1224","68525","","","","","","","","","","","","","","","",""
"1760","201174","class","Actinobacteria","1","131567","2","1783272","","201174","","1760","","","","","","","","","","","","","","",""
"28211","1224","class","Alphaproteobacteria","1","131567","2","","","1224","","28211","","","","","","","","","","","","","","",""
"91061","1239","class","Bacilli","1","131567","2","1783272","","1239","","91061","","","","","","","","","","","","","","",""
"200643","976","class","Bacteroidia","1","131567","2","1783270","68336","976","","200643","","","","","","","","","","","","","","",""
"28216","1224","class","Betaproteobacteria","1","131567","2","","","1224","","28216","","","","","","","","","","","","","","",""
"tm7vag_c","95818","class","Candidate Division TM7 vaginal (class)","1","131567","2","2323","1783234","95818","","tm7vag_c","","","","","","","","","","","","","","",""
"204429","204428","class","Chlamydiia","1","131567","2","1783257","","204428","","204429","","","","","","","","","","","","","","",""
"186801","1239","class","Clostridia","1","131567","2","1783272","","1239","","186801","","","","","","","","","","","","","","",""
"84998","201174","class","Coriobacteriia","1","131567","2","1783272","","201174","","84998","","","","","","","","","","","","","","",""
"29547","68525","class","Epsilonproteobacteria","1","131567","2","","","1224","68525","29547","","","","","","","","","","","","","","",""
"117743","976","class","Flavobacteriia","1","131567","2","1783270","68336","976","","117743","","","","","","","","","","","","","","",""
"203490","32066","class","Fusobacteriia","1","131567","2","","","32066","","203490","","","","","","","","","","","","","","",""
"1236","1224","class","Gammaproteobacteria","1","131567","2","","","1224","","1236","","","","","","","","","","","","","","",""
"31969","544448","class","Mollicutes","1","131567","2","1783272","","544448","","31969","","","","","","","","","","","","","","",""
"909932","1239","class","Negativicutes","1","131567","2","1783272","","1239","","909932","","","","","","","","","","","","","","",""
"117747","976","class","Sphingobacteriia","1","131567","2","1783270","68336","976","","117747","","","","","","","","","","","","","","",""
"1737404","1239","class","Tissierellia","1","131567","2","1783272","","1239","","1737404","","","","","","","","","","","","","","",""
"1737407","1737404","below_class","unclassified Tissierellia","1","131567","2","1783272","","1239","","1737404","1737407","","","","","","","","","","","","","",""
"2037","1760","order","Actinomycetales","1","131567","2","1783272","","201174","","1760","","2037","","","","","","","","","","","","",""
"1385","91061","order","Bacillales","1","131567","2","1783272","","1239","","91061","","1385","","","","","","","","","","","","",""
"171549","200643","order","Bacteroidales","1","131567","2","1783270","68336","976","","200643","","171549","","","","","","","","","","","","",""
"85004","1760","order","Bifidobacteriales","1","131567","2","1783272","","201174","","1760","","85004","","","","","","","","","","","","",""
"80840","28216","order","Burkholderiales","1","131567","2","","","1224","","28216","","80840","","","","","","","","","","","","",""
"213849","29547","order","Campylobacterales","1","131567","2","","","1224","68525","29547","","213849","","","","","","","","","","","","",""
"tm7vag_o","tm7vag_c","order","Candidate Division TM7 vaginal (order)","1","131567","2","2323","1783234","95818","","tm7vag_c","","tm7vag_o","","","","","","","","","","","","",""
"204458","28211","order","Caulobacterales","1","131567","2","","","1224","","28211","","204458","","","","","","","","","","","","",""
"51291","204429","order","Chlamydiales","1","131567","2","1783257","","204428","","204429","","51291","","","","","","","","","","","","",""
"186802","186801","order","Clostridiales","1","131567","2","1783272","","1239","","186801","","186802","","","","","","","","","","","","",""
"84999","84998","order","Coriobacteriales","1","131567","2","1783272","","201174","","84998","","84999","","","","","","","","","","","","",""
"85007","1760","order","Corynebacteriales","1","131567","2","1783272","","201174","","1760","","85007","","","","","","","","","","","","",""
"1643822","84998","order","Eggerthellales","1","131567","2","1783272","","201174","","84998","","1643822","","","","","","","","","","","","",""
"200644","117743","order","Flavobacteriales","1","131567","2","1783270","68336","976","","117743","","200644","","","","","","","","","","","","",""
"203491","203490","order","Fusobacteriales","1","131567","2","","","32066","","203490","","203491","","","","","","","","","","","","",""
"186826","91061","order","Lactobacillales","1","131567","2","1783272","","1239","","91061","","186826","","","","","","","","","","","","",""
"85006","1760","order","Micrococcales","1","131567","2","1783272","","201174","","1760","","85006","","","","","","","","","","","","",""
"2085","31969","order","Mycoplasmatales","1","131567","2","1783272","","544448","","31969","","2085","","","","","","","","","","","","",""
"206351","28216","order","Neisseriales","1","131567","2","","","1224","","28216","","206351","","","","","","","","","","","","",""
"135625","1236","order","Pasteurellales","1","131567","2","","","1224","","1236","","135625","","","","","","","","","","","","",""
"72274","1236","order","Pseudomonadales","1","131567","2","","","1224","","1236","","72274","","","","","","","","","","","","",""
"204441","28211","order","Rhodospirillales","1","131567","2","","","1224","","28211","","204441","","","","","","","","","","","","",""
"200666","117747","order","Sphingobacteriales","1","131567","2","1783270","68336","976","","117747","","200666","","","","","","","","","","","","",""
"1737405","1737404","order","Tissierellales","1","131567","2","1783272","","1239","","1737404","","1737405","","","","","","","","","","","","",""
"1843489","909932","order","Veillonellales","1","131567","2","1783272","","1239","","909932","","1843489","","","","","","","","","","","","",""
"135614","1236","order","Xanthomonadales","1","131567","2","","","1224","","1236","","135614","","","","","","","","","","","","",""
"539002","1385","below_order","Bacillales incertae sedis","1","131567","2","1783272","","1239","","91061","","1385","539002","","","","","","","","","","","",""
"539738","539002","below_below_order","Bacillales Family XI. Incertae Sedis","1","131567","2","1783272","","1239","","91061","","1385","539002","539738","","","","","","","","","","",""
"433","204441","family","Acetobacteraceae","1","131567","2","","","1224","","28211","","204441","","","433","","","","","","","","","",""
"2049","2037","family","Actinomycetaceae","1","131567","2","1783272","","201174","","1760","","2037","","","2049","","","","","","","","","",""
"186827","186826","family","Aerococcaceae","1","131567","2","1783272","","1239","","91061","","186826","","","186827","","","","","","","","","",""
"1643824","84999","family","Atopobiaceae","1","131567","2","1783272","","201174","","84998","","84999","","","1643824","","","","","","","","","",""
"186817","1385","family","Bacillaceae","1","131567","2","1783272","","1239","","91061","","1385","","","186817","","","","","","","","","",""
"31953","85004","family","Bifidobacteriaceae","1","131567","2","1783272","","201174","","1760","","85004","","","31953","","","","","","","","","",""
"85019","85006","family","Brevibacteriaceae","1","131567","2","1783272","","201174","","1760","","85006","","","85019","","","","","","","","","",""
"72294","213849","family","Campylobacteraceae","1","131567","2","","","1224","68525","29547","","213849","","","72294","","","","","","","","","",""
"tm7vag_f","tm7vag_o","family","Candidate Division TM7 vaginal (family)","1","131567","2","2323","1783234","95818","","tm7vag_c","","tm7vag_o","","","tm7vag_f","","","","","","","","","",""
"186828","186826","family","Carnobacteriaceae","1","131567","2","1783272","","1239","","91061","","186826","","","186828","","","","","","","","","",""
"424536","186802","family","Catabacteriaceae","1","131567","2","1783272","","1239","","186801","","186802","","","424536","","","","","","","","","",""
"76892","204458","family","Caulobacteraceae","1","131567","2","","","1224","","28211","","204458","","","76892","","","","","","","","","",""
"809","51291","family","Chlamydiaceae","1","131567","2","1783257","","204428","","204429","","51291","","","809","","","","","","","","","",""
"80864","80840","family","Comamonadaceae","1","131567","2","","","1224","","28216","","80840","","","80864","","","","","","","","","",""
"1653","85007","family","Corynebacteriaceae","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","","","","","","","","",""
"85020","85006","family","Dermabacteraceae","1","131567","2","1783272","","201174","","1760","","85006","","","85020","","","","","","","","","",""
"1643826","1643822","family","Eggerthellaceae","1","131567","2","1783272","","201174","","84998","","1643822","","","1643826","","","","","","","","","",""
"49546","200644","family","Flavobacteriaceae","1","131567","2","1783270","68336","976","","117743","","200644","","","49546","","","","","","","","","",""
"203492","203491","family","Fusobacteriaceae","1","131567","2","","","32066","","203490","","203491","","","203492","","","","","","","","","",""
"72293","213849","family","Helicobacteraceae","1","131567","2","","","1224","68525","29547","","213849","","","72293","","","","","","","","","",""
"186803","186802","family","Lachnospiraceae","1","131567","2","1783272","","1239","","186801","","186802","","","186803","","","","","","","","","",""
"33958","186826","family","Lactobacillaceae","1","131567","2","1783272","","1239","","91061","","186826","","","33958","","","","","","","","","",""
"1129771","203491","family","Leptotrichiaceae","1","131567","2","","","32066","","203490","","203491","","","1129771","","","","","","","","","",""
"558415","171549","family","Marinilabiliaceae","1","131567","2","1783270","68336","976","","200643","","171549","","","558415","","","","","","","","","",""
"1268","85006","family","Micrococcaceae","1","131567","2","1783272","","201174","","1760","","85006","","","1268","","","","","","","","","",""
"468","72274","family","Moraxellaceae","1","131567","2","","","1224","","1236","","72274","","","468","","","","","","","","","",""
"1762","85007","family","Mycobacteriaceae","1","131567","2","1783272","","201174","","1760","","85007","","","1762","","","","","","","","","",""
"2092","2085","family","Mycoplasmataceae","1","131567","2","1783272","","544448","","31969","","2085","","","2092","","","","","","","","","",""
"481","206351","family","Neisseriaceae","1","131567","2","","","1224","","28216","","206351","","","481","","","","","","","","","",""
"85025","85007","family","Nocardiaceae","1","131567","2","1783272","","201174","","1760","","85007","","","85025","","","","","","","","","",""
"712","135625","family","Pasteurellaceae","1","131567","2","","","1224","","1236","","135625","","","712","","","","","","","","","",""
"186807","186802","family","Peptococcaceae","1","131567","2","1783272","","1239","","186801","","186802","","","186807","","","","","","","","","",""
"1570339","1737405","family","Peptoniphilaceae","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","","","","","","","","",""
"186804","186802","family","Peptostreptococcaceae","1","131567","2","1783272","","1239","","186801","","186802","","","186804","","","","","","","","","",""
"171551","171549","family","Porphyromonadaceae","1","131567","2","1783270","68336","976","","200643","","171549","","","171551","","","","","","","","","",""
"171552","171549","family","Prevotellaceae","1","131567","2","1783270","68336","976","","200643","","171549","","","171552","","","","","","","","","",""
"135621","72274","family","Pseudomonadaceae","1","131567","2","","","1224","","1236","","72274","","","135621","","","","","","","","","",""
"541000","186802","family","Ruminococcaceae","1","131567","2","1783272","","1239","","186801","","186802","","","541000","","","","","","","","","",""
"84566","200666","family","Sphingobacteriaceae","1","131567","2","1783270","68336","976","","117747","","200666","","","84566","","","","","","","","","",""
"90964","1385","family","Staphylococcaceae","1","131567","2","1783272","","1239","","91061","","1385","","","90964","","","","","","","","","",""
"1300","186826","family","Streptococcaceae","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","","","","","","","","",""
"1737406","1737405","family","Tissierellaceae","1","131567","2","1783272","","1239","","1737404","","1737405","","","1737406","","","","","","","","","",""
"31977","1843489","family","Veillonellaceae","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","","","","","","","","",""
"32033","135614","family","Xanthomonadaceae","1","131567","2","","","1224","","1236","","135614","","","32033","","","","","","","","","",""
"1113537","809","below_family","Chlamydia/Chlamydophila group","1","131567","2","1783257","","204428","","204429","","51291","","","809","1113537","","","","","","","","",""
"186928","186803","below_family","unclassified Lachnospiraceae","1","131567","2","1783272","","1239","","186801","","186802","","","186803","186928","","","","","","","","",""
"191676","32033","below_family","unclassified Xanthomonadaceae","1","131567","2","","","1224","","1236","","135614","","","32033","191676","","","","","","","","",""
"46123","186827","genus","Abiotrophia","1","131567","2","1783272","","1239","","91061","","186826","","","186827","","46123","","","","","","","",""
"469","468","genus","Acinetobacter","1","131567","2","","","1224","","1236","","72274","","","468","","469","","","","","","","",""
"1654","2049","genus","Actinomyces","1","131567","2","1783272","","201174","","1760","","2037","","","2049","","1654","","","","","","","",""
"1653174","2049","genus","Actinotignum","1","131567","2","1783272","","201174","","1760","","2037","","","2049","","1653174","","","","","","","",""
"1375","186827","genus","Aerococcus","1","131567","2","1783272","","1239","","91061","","186826","","","186827","","1375","","","","","","","",""
"419014","31953","genus","Alloscardovia","1","131567","2","1783272","","201174","","1760","","85004","","","31953","","419014","","","","","","","",""
"165779","1570339","genus","Anaerococcus","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","165779","","","","","","","",""
"91914","433","genus","Asaia","1","131567","2","","","1224","","28211","","204441","","","433","","91914","","","","","","","",""
"1380","1643824","genus","Atopobium","1","131567","2","1783272","","201174","","84998","","84999","","","1643824","","1380","","","","","","","",""
"bvab1_g","186803","genus","BVAB1 (genus)","1","131567","2","1783272","","1239","","186801","","186802","","","186803","","bvab1_g","","","","","","","",""
"bvab2_g","541000","genus","BVAB2 (genus)","1","131567","2","1783272","","1239","","186801","","186802","","","541000","","bvab2_g","","","","","","","",""
"1386","186817","genus","Bacillus","1","131567","2","1783272","","1239","","91061","","1385","","","186817","","1386","","","","","","","",""
"59735","49546","genus","Bergeyella","1","131567","2","1783270","68336","976","","117743","","200644","","","49546","","59735","","","","","","","",""
"1678","31953","genus","Bifidobacterium","1","131567","2","1783272","","201174","","1760","","85004","","","31953","","1678","","","","","","","",""
"572511","186803","genus","Blautia","1","131567","2","1783272","","1239","","186801","","186802","","","186803","","572511","","","","","","","",""
"1696","85019","genus","Brevibacterium","1","131567","2","1783272","","201174","","1760","","85006","","","85019","","1696","","","","","","","",""
"194","72294","genus","Campylobacter","1","131567","2","","","1224","68525","29547","","213849","","","72294","","194","","","","","","","",""
"tm7vag_g","tm7vag_f","genus","Candidate Division TM7 vaginal (genus)","1","131567","2","2323","1783234","95818","","tm7vag_c","","tm7vag_o","","","tm7vag_f","","tm7vag_g","","","","","","","",""
"270497","424536","genus","Catabacter","1","131567","2","1783272","","1239","","186801","","186802","","","424536","","270497","","","","","","","",""
"75","76892","genus","Caulobacter","1","131567","2","","","1224","","28211","","204458","","","76892","","75","","","","","","","",""
"810","1113537","genus","Chlamydia","1","131567","2","1783257","","204428","","204429","","51291","","","809","1113537","810","","","","","","","",""
"1716","1653","genus","Corynebacterium","1","131567","2","1783272","","201174","","1760","","85007","","","1653","","1716","","","","","","","",""
"80865","80864","genus","Delftia","1","131567","2","","","1224","","28216","","80840","","","80864","","80865","","","","","","","",""
"36739","85020","genus","Dermabacter","1","131567","2","1783272","","201174","","1760","","85006","","","85020","","36739","","","","","","","",""
"39948","31977","genus","Dialister","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","39948","","","","","","","",""
"84111","1643826","genus","Eggerthella","1","131567","2","1783272","","201174","","84998","","1643822","","","1643826","","84111","","","","","","","",""
"1582879","1737407","genus","Ezakiella","1","131567","2","1783272","","1239","","1737404","1737407","","","","","","1582879","","","","","","","",""
"66831","186827","genus","Facklamia","1","131567","2","1783272","","1239","","91061","","186826","","","186827","","66831","","","","","","","",""
"150022","1570339","genus","Finegoldia","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","150022","","","","","","","",""
"848","203492","genus","Fusobacterium","1","131567","2","","","32066","","203490","","203491","","","203492","","848","","","","","","","",""
"2701","31953","genus","Gardnerella","1","131567","2","1783272","","201174","","1760","","85004","","","31953","","2701","","","","","","","",""
"1378","539738","genus","Gemella","1","131567","2","1783272","","1239","","91061","","1385","539002","539738","","","1378","","","","","","","",""
"117563","186828","genus","Granulicatella","1","131567","2","1783272","","1239","","91061","","186826","","","186828","","117563","","","","","","","",""
"724","712","genus","Haemophilus","1","131567","2","","","1224","","1236","","135625","","","712","","724","","","","","","","",""
"1161125","85020","genus","Helcobacillus","1","131567","2","1783272","","201174","","1760","","85006","","","85020","","1161125","","","","","","","",""
"31983","1570339","genus","Helcococcus","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","31983","","","","","","","",""
"209","72293","genus","Helicobacter","1","131567","2","","","1224","68525","29547","","213849","","","72293","","209","","","","","","","",""
"57493","1268","genus","Kocuria","1","131567","2","1783272","","201174","","1760","","85006","","","1268","","57493","","","","","","","",""
"1164882","186803","genus","Lachnoanaerobaculum","1","131567","2","1783272","","1239","","186801","","186802","","","186803","","1164882","","","","","","","",""
"1578","33958","genus","Lactobacillus","1","131567","2","1783272","","1239","","91061","","186826","","","33958","","1578","","","","","","","",""
"32067","1129771","genus","Leptotrichia","1","131567","2","","","32066","","203490","","203491","","","1129771","","32067","","","","","","","",""
"1637257","541000","genus","Mageeibacillus","1","131567","2","1783272","","1239","","186801","","186802","","","541000","","1637257","","","","","","","",""
"75984","712","genus","Mannheimia","1","131567","2","","","1224","","1236","","135625","","","712","","75984","","","","","","","",""
"906","31977","genus","Megasphaera","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","906","","","","","","","",""
"2050","2049","genus","Mobiluncus","1","131567","2","1783272","","201174","","1760","","2037","","","2049","","2050","","","","","","","",""
"1763","1762","genus","Mycobacterium","1","131567","2","1783272","","201174","","1760","","85007","","","1762","","1763","","","","","","","",""
"2093","2092","genus","Mycoplasma","1","131567","2","1783272","","544448","","31969","","2085","","","2092","","2093","","","","","","","",""
"909928","31977","genus","Negativicoccus","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","909928","","","","","","","",""
"482","481","genus","Neisseria","1","131567","2","","","1224","","28216","","206351","","","481","","482","","","","","","","",""
"543311","1570339","genus","Parvimonas","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","543311","","","","","","","",""
"2740","186807","genus","Peptococcus","1","131567","2","1783272","","1239","","186801","","186802","","","186807","","2740","","","","","","","",""
"162289","1570339","genus","Peptoniphilus","1","131567","2","1783272","","1239","","1737404","","1737405","","","1570339","","162289","","","","","","","",""
"1257","186804","genus","Peptostreptococcus","1","131567","2","1783272","","1239","","186801","","186802","","","186804","","1257","","","","","","","",""
"836","171551","genus","Porphyromonas","1","131567","2","1783270","68336","976","","200643","","171549","","","171551","","836","","","","","","","",""
"838","171552","genus","Prevotella","1","131567","2","1783270","68336","976","","200643","","171549","","","171552","","838","","","","","","","",""
"286","135621","genus","Pseudomonas","1","131567","2","","","1224","","1236","","72274","","","135621","","286","","","","","","","",""
"497","468","genus","Psychrobacter","1","131567","2","","","1224","","1236","","72274","","","468","","497","","","","","","","",""
"1827","85025","genus","Rhodococcus","1","131567","2","1783272","","201174","","1760","","85007","","","85025","","1827","","","","","","","",""
"32207","1268","genus","Rothia","1","131567","2","1783272","","201174","","1760","","85006","","","1268","","32207","","","","","","","",""
"1618113","558415","genus","Saccharicrinis","1","131567","2","1783270","68336","976","","200643","","171549","","","558415","","1618113","","","","","","","",""
"168808","1129771","genus","Sneathia","1","131567","2","","","32066","","203490","","203491","","","1129771","","168808","","","","","","","",""
"28453","84566","genus","Sphingobacterium","1","131567","2","1783270","68336","976","","117747","","200666","","","84566","","28453","","","","","","","",""
"1279","90964","genus","Staphylococcus","1","131567","2","1783272","","1239","","91061","","1385","","","90964","","1279","","","","","","","",""
"40323","32033","genus","Stenotrophomonas","1","131567","2","","","1224","","1236","","135614","","","32033","","40323","","","","","","","",""
"1213720","186803","genus","Stomatobaculum","1","131567","2","1783272","","1239","","186801","","186802","","","186803","","1213720","","","","","","","",""
"34104","1129771","genus","Streptobacillus","1","131567","2","","","32066","","203490","","203491","","","1129771","","34104","","","","","","","",""
"1301","1300","genus","Streptococcus","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","","","","","","",""
"195950","171551","genus","Tannerella","1","131567","2","1783270","68336","976","","200643","","171549","","","171551","","195950","","","","","","","",""
"217201","712","genus","Terrahaemophilus","1","131567","2","","","1224","","1236","","135625","","","712","","217201","","","","","","","",""
"41273","1737406","genus","Tissierella","1","131567","2","1783272","","1239","","1737404","","1737405","","","1737406","","41273","","","","","","","",""
"2129","2092","genus","Ureaplasma","1","131567","2","1783272","","544448","","31969","","2085","","","2092","","2129","","","","","","","",""
"184869","2049","genus","Varibaculum","1","131567","2","1783272","","201174","","1760","","2037","","","2049","","184869","","","","","","","",""
"29465","31977","genus","Veillonella","1","131567","2","1783272","","1239","","909932","","1843489","","","31977","","29465","","","","","","","",""
"995085","40323","below_genus","Stenotrophomonas maltophilia group","1","131567","2","","","1224","","1236","","135614","","","32033","","40323","995085","","","","","","",""
"670516","1763","species_group","Mycobacterium chelonae group","1","131567","2","1783272","","201174","","1760","","85007","","","1762","","1763","","670516","","","","","",""
"136842","286","species_group","Pseudomonas chlororaphis group","1","131567","2","","","1224","","1236","","72274","","","135621","","286","","136842","","","","","",""
"136843","286","species_group","Pseudomonas fluorescens group","1","131567","2","","","1224","","1236","","72274","","","135621","","286","","136843","","","","","",""
"136845","286","species_group","Pseudomonas putida group","1","131567","2","","","1224","","1236","","72274","","","135621","","286","","136845","","","","","",""
"136849","286","species_group","Pseudomonas syringae group","1","131567","2","","","1224","","1236","","72274","","","135621","","286","","136849","","","","","",""
"671232","1301","species_group","Streptococcus anginosus group","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","671232","","","","","",""
"119603","1301","species_group","Streptococcus dysgalactiae group","1","131567","2","1783272","","1239","","91061","","186826","","","1300","","1301","","119603","","","","","",""
