"tax_id","parent_id","rank","tax_name","root","below_root","superkingdom","below_superkingdom","superphylum","phylum","subphylum","class","order","below_order","below_below_order","family","below_family","genus","below_genus","species_group","species_subgroup","species","below_species","below_below_species","subspecies","below_subspecies"
"351091","459786","species","Oscillibacter valericigenes","1","131567","2","","","1239","","186801","186802","","","216572","","459786","","","","351091","","","",""
"33033","543311","species","Parvimonas micra","1","131567","2","","","1239","","186801","186802","","","1570339","","543311","","","","33033","","","",""
"2741","2740","species","Peptococcus niger","1","131567","2","","","1239","","186801","186802","","","186807","","2740","","","","2741","","","",""
"507750","162289","species","Peptoniphilus duerdenii","1","131567","2","","","1239","","186801","186802","","","1570339","","162289","","","","507750","","","",""
"1465756","162289","species","Peptoniphilus grossensis","1","131567","2","","","1239","","186801","186802","","","1570339","","162289","","","","1465756","","","",""
"54005","162289","species","Peptoniphilus harei","1","131567","2","","","1239","","186801","186802","","","1570339","","162289","","","","54005","","","",""
"507751","162289","species","Peptoniphilus koenoeneniae","1","131567","2","","","1239","","186801","186802","","","1570339","","162289","","","","507751","","","",""
"1261","1257","species","Peptostreptococcus anaerobius","1","131567","2","","","1239","","186801","186802","","","186804","","1257","","","","1261","","","",""
"341694","1257","species","Peptostreptococcus stomatis","1","131567","2","","","1239","","186801","186802","","","186804","","1257","","","","341694","","","",""
"28123","836","species","Porphyromonas asaccharolytica","1","131567","2","","68336","976","","200643","171549","","","171551","","836","","","","28123","","","",""
"501496","836","species","Porphyromonas bennonis","1","131567","2","","68336","976","","200643","171549","","","171551","","836","","","","501496","","","",""
"41976","836","species","Porphyromonas catoniae","1","131567","2","","68336","976","","200643","171549","","","171551","","836","","","","41976","","","",""
"29524","836","species","Porphyromonas circumdentaria","1","131567","2","","68336","976","","200643","171549","","","171551","","836","","","","29524","","","",""
"28124","836","species","Porphyromonas endodontalis","1","131567","2","","68336","976","","200643","171549","","","171551","","836","","","","28124","","","",""
"322095","836","species","Porphyromonas somerae","1","131567","2","","68336","976","","200643","171549","","","171551","","836","","","","322095","","","",""
"2_1","836","species","Porphyromonas sp. type 1","1","131567","2","","68336","976","","200643","171549","","","171551","","836","","","","2_1","","","",""
"281920","836","species","Porphyromonas uenonis","1","131567","2","","68336","976","","200643","171549","","","171551","","836","","","","281920","","","",""
"419005","838","species","Prevotella amnii","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","419005","","","",""
"28125","838","species","Prevotella bivia","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","28125","","","",""
"28127","838","species","Prevotella buccalis","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","28127","","","",""
"28128","838","species","Prevotella corporis","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","28128","","","",""
"28130","838","species","Prevotella disiens","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","28130","","","",""
"838_3","838","species","Prevotella genogroup 3","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","838_3","","","",""
"838_4","838","species","Prevotella genogroup 4","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","838_4","","","",""
"838_5","838","species","Prevotella genogroup 5","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","838_5","","","",""
"838_7","838","species","Prevotella genogroup 7","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","838_7","","","",""
"470565","838","species","Prevotella histicola","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","470565","","","",""
"28132","838","species","Prevotella melaninogenica","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","28132","","","",""
"386414","838","species","Prevotella timonensis","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","386414","","","",""
"183417","583","species","Proteus hauseri","1","131567","2","","","1224","","1236","91347","","","543","","583","","","","183417","","","",""
"584","583","species","Proteus mirabilis","1","131567","2","","","1224","","1236","91347","","","543","","583","","","","584","","","",""
"102862","583","species","Proteus penneri","1","131567","2","","","1224","","1236","91347","","","543","","583","","","","102862","","","",""
"585","583","species","Proteus vulgaris","1","131567","2","","","1224","","1236","91347","","","543","","583","","","","585","","","",""
"287","136841","species","Pseudomonas aeruginosa","1","131567","2","","","1224","","1236","72274","","","135621","","286","","136841","","287","","","",""
"86840","136849","species","Pseudomonas cannabina","1","131567","2","","","1224","","1236","72274","","","135621","","286","","136849","","86840","","","",""
"200451","136843","species","Pseudomonas poae","1","131567","2","","","1224","","1236","72274","","","135621","","286","","136843","","200451","","","",""
"303","136845","species","Pseudomonas putida","1","131567","2","","","1224","","1236","72274","","","135621","","286","","136845","","303","","","",""
"216142","286","species","Pseudomonas rhizosphaerae","1","131567","2","","","1224","","1236","72274","","","135621","","286","","","","216142","","","",""
"316","578833","species","Pseudomonas stutzeri","1","131567","2","","","1224","","1236","72274","","","135621","","286","","136846","578833","316","","","",""
"40543","168808","species","Sneathia sanguinegens","1","131567","2","","","32066","","203490","203491","","","1129771","","168808","","","","40543","","","",""
"56193","165695","species","Sphingobium chungbukense","1","131567","2","","","1224","","28211","204457","","","41297","","165695","","","","56193","","","",""
"120107","165695","species","Sphingobium cloacae","1","131567","2","","","1224","","28211","204457","","","41297","","165695","","","","120107","","","",""
"336203","165695","species","Sphingobium fuliginis","1","131567","2","","","1224","","28211","204457","","","41297","","165695","","","","336203","","","",""
"440518","165695","species","Sphingobium lucknowense","1","131567","2","","","1224","","28211","204457","","","41297","","165695","","","","440518","","","",""
"121428","165695","species","Sphingobium xenophagum","1","131567","2","","","1224","","28211","204457","","","41297","","165695","","","","121428","","","",""
"13690","165695","species","Sphingobium yanoikuyae","1","131567","2","","","1224","","28211","204457","","","41297","","165695","","","","13690","","","",""
"1282","1279","species","Staphylococcus epidermidis","1","131567","2","","","1239","","91061","1385","","","90964","","1279","","","","1282","","","",""
"1290","1279","species","Staphylococcus hominis","1","131567","2","","","1239","","91061","1385","","","90964","","1279","","","","1290","","","",""
"45972","1279","species","Staphylococcus pasteuri","1","131567","2","","","1239","","91061","1385","","","90964","","1279","","","","45972","","","",""
"1292","1279","species","Staphylococcus warneri","1","131567","2","","","1239","","91061","1385","","","90964","","1279","","","","1292","","","",""
"128780","40323","species","Stenotrophomonas acidaminiphila","1","131567","2","","","1224","","1236","135614","","","32033","","40323","","","","128780","","","",""
"517011","40323","species","Stenotrophomonas chelatiphaga","1","131567","2","","","1224","","1236","135614","","","32033","","40323","","","","517011","","","",""
"40324","995085","species","Stenotrophomonas maltophilia","1","131567","2","","","1224","","1236","135614","","","32033","","40323","995085","","","40324","","","",""
"83617","40323","species","Stenotrophomonas nitritireducens","1","131567","2","","","1224","","1236","135614","","","32033","","40323","","","","83617","","","",""
"216778","40323","species","Stenotrophomonas rhizophila","1","131567","2","","","1224","","1236","135614","","","32033","","40323","","","","216778","","","",""
"1384509","34104","species","Streptobacillus felis","1","131567","2","","","32066","","203490","203491","","","1129771","","34104","","","","1384509","","","",""
"1162717","34104","species","Streptobacillus hongkongensis","1","131567","2","","","32066","","203490","203491","","","1129771","","34104","","","","1162717","","","",""
"34105","34104","species","Streptobacillus moniliformis","1","131567","2","","","32066","","203490","203491","","","1129771","","34104","","","","34105","","","",""
"1311","1301","species","Streptococcus agalactiae","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","1311","","","",""
"1328","671232","species","Streptococcus anginosus","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","671232","","1328","","","",""
"1334","119603","species","Streptococcus dysgalactiae","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","119603","","1334","","","",""
"315405","1301","species","Streptococcus gallolyticus","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","315405","","","",""
"1338","671232","species","Streptococcus intermedius","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","671232","","1338","","","",""
"59310","1301","species","Streptococcus macedonicus","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","59310","","","",""
"28037","1301","species","Streptococcus mitis","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","28037","","","",""
"1303","1301","species","Streptococcus oralis","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","1303","","","",""
"1318","1301","species","Streptococcus parasanguinis","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","1318","","","",""
"197614","1301","species","Streptococcus pasteurianus","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","197614","","","",""
"1313","1301","species","Streptococcus pneumoniae","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","1313","","","",""
"285106","285105","species","Tepidimicrobium ferriphilum","1","131567","2","","","1239","","186801","186802","","","31979","","285105","","","","285106","","","",""
"1123352","285105","species","Tepidimicrobium xylanilyticum","1","131567","2","","","1239","","186801","186802","","","31979","","285105","","","","1123352","","","",""
"217202","217201","species","Terrahaemophilus aromaticivorans","1","131567","2","","","1224","","1236","135625","","","712","","217201","","","","217202","","","",""
"1157490","432330","species","Tumebacillus flagellatus","1","131567","2","","","1239","","91061","1385","","","186823","","432330","","","","1157490","","","",""
"363888","432330","species","Tumebacillus ginsengisoli","1","131567","2","","","1239","","91061","1385","","","186823","","432330","","","","363888","","","",""
"378543","432330","species","Tumebacillus permanentifrigoris","1","131567","2","","","1239","","91061","1385","","","186823","","432330","","","","378543","","","",""
"184870","184869","species","Varibaculum cambriense","1","131567","2","","","201174","","1760","2037","","","2049","","184869","","","","184870","","","",""
"39777","29465","species","Veillonella atypica","1","131567","2","","","1239","","909932","909929","","","31977","","29465","","","","39777","","","",""
"464322","29465","species","Veillonella magna","1","131567","2","","","1239","","909932","909929","","","31977","","29465","","","","464322","","","",""
"187328","29465","species","Veillonella montpellierensis","1","131567","2","","","1239","","909932","909929","","","31977","","29465","","","","187328","","","",""
"29466","29465","species","Veillonella parvula","1","131567","2","","","1239","","909932","909929","","","31977","","29465","","","","29466","","","",""
"103892","29465","species","Veillonella ratti","1","131567","2","","","1239","","909932","909929","","","31977","","29465","","","","103892","","","",""
"423477","29465","species","Veillonella rogosae","1","131567","2","","","1239","","909932","909929","","","31977","","29465","","","","423477","","","",""
"46507","543310","species","[Bacteroides] coagulans","1","131567","2","","","1239","","186801","186802","538999","","543310","","","","","","46507","","","",""
"29322","1730","species","[Eubacterium] cellulosolvens","1","131567","2","","","1239","","186801","186802","","","186806","","1730","","","","29322","","","",""
"738","724","species","[Haemophilus] parasuis","1","131567","2","","","1224","","1236","135625","","","712","","724","","","","738","","","",""
"187101","168808","species","[Leptotrichia] amnionii","1","131567","2","","","32066","","203490","203491","","","1129771","","168808","","","","187101","","","",""
"86189","995085","species","[Pseudomonas] hibiscicola","1","131567","2","","","1224","","1236","135614","","","32033","","40323","995085","","","86189","","","",""
"33038","572511","species","[Ruminococcus] gnavus","1","131567","2","","","1239","","186801","186802","","","186803","","572511","","","","33038","","","",""
"33039","572511","species","[Ruminococcus] torques","1","131567","2","","","1239","","186801","186802","","","186803","","572511","","","","33039","","","",""
"903900","40216","below_species","Acinetobacter radioresistens WC-A-157","1","131567","2","","","1224","","1236","72274","","","468","","469","","","","40216","903900","","",""
"1118056","1287640","below_species","Anaerococcus obesiensis ph10","1","131567","2","","","1239","","186801","186802","","","1570339","","165779","","","","1287640","1118056","","",""
"525919","33034","below_species","Anaerococcus prevotii DSM 20548","1","131567","2","","","1239","","186801","186802","","","1570339","","165779","","","","33034","525919","","",""
"1033733","1288120","below_species","Anaerococcus senegalensis JC48","1","131567","2","","","1239","","186801","186802","","","1570339","","165779","","","","1288120","1033733","","",""
"655811","33037","below_species","Anaerococcus vaginalis ATCC 51170","1","131567","2","","","1239","","186801","186802","","","1570339","","165779","","","","33037","655811","","",""
"667015","376805","below_species","Bacteroides salanitronis DSM 18170","1","131567","2","","68336","976","","200643","171549","","","815","","816","","","","376805","667015","","",""
"226186","818","below_species","Bacteroides thetaiotaomicron VPI-5482","1","131567","2","","68336","976","","200643","171549","","","815","","816","","","","818","226186","","",""
"880074","397865","below_species","Barnesiella viscericola DSM 18177","1","131567","2","","68336","976","","200643","171549","","","171551","","397864","","","","397865","880074","","",""
"883062","1681","below_species","Bifidobacterium bifidum S17","1","131567","2","","","201174","","1760","85004","","","31953","","1678","","","","1681","883062","","",""
"1385942","1685","below_species","Bifidobacterium breve 689b","1","131567","2","","","201174","","1760","85004","","","31953","","1678","","","","1685","1385942","","",""
"1385939","1685","below_species","Bifidobacterium breve JCM 7017","1","131567","2","","","201174","","1760","85004","","","31953","","1678","","","","1685","1385939","","",""
"1385940","1685","below_species","Bifidobacterium breve JCM 7019","1","131567","2","","","201174","","1760","85004","","","31953","","1678","","","","1685","1385940","","",""
"1150423","1689","below_species","Bifidobacterium dentium JCM 1195 = DSM 20436","1","131567","2","","","201174","","1760","85004","","","31953","","1678","","","","1689","1150423","","",""
"1150461","158787","below_species","Bifidobacterium scardovii JCM 12489 = DSM 13734","1","131567","2","","","201174","","1760","85004","","","31953","","1678","","","","158787","1150461","","",""
"649762","89014","below_species","Blautia luti DSM 14534","1","131567","2","","","1239","","186801","186802","","","186803","","572511","","","","89014","649762","","",""
"1121114","33035","below_species","Blautia producta ATCC 27340 = DSM 2950","1","131567","2","","","1239","","186801","186802","","","186803","","572511","","","","33035","1121114","","",""
"360104","199","below_species","Campylobacter concisus 13826","1","131567","2","","","1224","68525","29547","213849","","","72294","","194","","","","199","360104","","",""
"1453987","83560","below_species","Chlamydia muridarum str. Nigg 2","1","131567","2","","51290","204428","","204429","51291","","","809","1113537","810","","","","83560","1453987","","",""
"1234369","85991","below_species","Chlamydia pecorum P787","1","131567","2","","51290","204428","","204429","51291","","","809","1113537","810","","","","85991","1234369","","",""
"1112252","83554","below_species","Chlamydia psittaci 01DC11","1","131567","2","","51290","204428","","204429","51291","","","809","1113537","810","","","","83554","1112252","","",""
"1260223","813","below_species","Chlamydia trachomatis IU888","1","131567","2","","51290","204428","","204429","51291","","","809","1113537","810","","","","813","1260223","","",""
"1071768","813","below_species","Chlamydia trachomatis K/SotonK1","1","131567","2","","51290","204428","","204429","51291","","","809","1113537","810","","","","813","1071768","","",""
"637910","67825","below_species","Citrobacter rodentium ICC168","1","131567","2","","","1224","","1236","91347","","","543","","544","","","","67825","637910","","",""
"630407","1288393","below_species","Corynebacterium pilbarense DSM 45350","1","131567","2","","","201174","","1760","85007","","","1653","","1716","","","","1288393","630407","","",""
"479437","84112","below_species","Eggerthella lenta DSM 2243","1","131567","2","","","201174","","84998","1643822","","","1643826","","84111","","","","84112","479437","","",""
"1344042","1352","below_species","Enterococcus faecium T110","1","131567","2","","","1239","","91061","186826","","","81852","","1350","","","","1352","1344042","","",""
"1440052","208962","below_species","Escherichia albertii KF1","1","131567","2","","","1224","","1236","91347","","","543","","561","","","","208962","1440052","","",""
"515619","39491","below_species","Eubacterium rectale ATCC 33656","1","131567","2","","","1239","","186801","186802","","","186806","","1730","","","","39491","515619","","",""
"525282","1260","below_species","Finegoldia magna ATCC 53516","1","131567","2","","","1239","","186801","186802","","","1570339","","150022","","","","1260","525282","","",""
"585528","2702","below_species","Gardnerella vaginalis ATCC 14018 = JCM 11026","1","131567","2","","","201174","","1760","85004","","","31953","","2701","","","","2702","585528","","",""
"862965","729","below_species","Haemophilus parainfluenzae T3T1","1","131567","2","","","1224","","1236","135625","","","712","","724","","","","729","862965","","",""
"507522","573","below_species","Klebsiella pneumoniae 342","1","131567","2","","","1224","","1236","91347","","","543","","570","","","","573","507522","","",""
"748671","47770","below_species","Lactobacillus crispatus ST1","1","131567","2","","","1239","","91061","186826","","","33958","","1578","","","","47770","748671","","",""
"880633","1587","below_species","Lactobacillus helveticus R0052","1","131567","2","","","1239","","91061","186826","","","33958","","1578","","","","1587","880633","","",""
"525329","109790","below_species","Lactobacillus jensenii JV-V16","1","131567","2","","","1239","","91061","186826","","","33958","","1578","","","","109790","525329","","",""
"491077","1598","below_species","Lactobacillus reuteri SD2112","1","131567","2","","","1239","","91061","186826","","","33958","","1578","","","","1598","491077","","",""
"1316933","47715","below_species","Lactobacillus rhamnosus LOCK900","1","131567","2","","","1239","","91061","186826","","","33958","","1578","","","","47715","1316933","","",""
"548479","2051","below_species","Mobiluncus curtisii ATCC 43063","1","131567","2","","","201174","","1760","2037","","","2049","","2050","","","","2051","548479","","",""
"528354","485","below_species","Neisseria gonorrhoeae MS11","1","131567","2","","","1224","","28216","206351","","","481","","482","","","","485","528354","","",""
"1007096","1263547","below_species","Oscillibacter ruminantium GH1","1","131567","2","","","1239","","186801","186802","","","216572","","459786","","","","1263547","1007096","","",""
"693746","351091","below_species","Oscillibacter valericigenes Sjm18-20","1","131567","2","","","1239","","186801","186802","","","216572","","459786","","","","351091","693746","","",""
"1118057","1465756","below_species","Peptoniphilus grossensis ph5","1","131567","2","","","1239","","186801","186802","","","1570339","","162289","","","","1465756","1118057","","",""
"879243","28123","below_species","Porphyromonas asaccharolytica DSM 20707","1","131567","2","","68336","976","","200643","171549","","","171551","","836","","","","28123","879243","","",""
"887901","41976","below_species","Porphyromonas catoniae ATCC 51270","1","131567","2","","68336","976","","200643","171549","","","171551","","836","","","","41976","887901","","",""
"553174","28132","below_species","Prevotella melaninogenica ATCC 25845","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","28132","553174","","",""
"1312367","183417","below_species","Proteus hauseri ZMd44","1","131567","2","","","1224","","1236","91347","","","543","","583","","","","183417","1312367","","",""
"757415","86840","below_species","Pseudomonas cannabina pv. cannabina","1","131567","2","","","1224","","1236","72274","","","135621","","286","","136849","","86840","757415","","",""
"76869","303","below_species","Pseudomonas putida GB-1","1","131567","2","","","1224","","1236","72274","","","135621","","286","","136845","","303","76869","","",""
"1194526","1292","below_species","Staphylococcus warneri SG1","1","131567","2","","","1239","","91061","1385","","","90964","","1279","","","","1292","1194526","","",""
"519441","34105","below_species","Streptobacillus moniliformis DSM 12112","1","131567","2","","","32066","","203490","203491","","","1129771","","34104","","","","34105","519441","","",""
"591365","1338","below_species","Streptococcus intermedius JTH08","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","671232","","1338","591365","","",""
"134262","28037","below_species","Streptococcus mitis bv. 2","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","28037","134262","","",""
"1114965","1318","below_species","Streptococcus parasanguinis FW213","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","1318","1114965","","",""
"981540","197614","below_species","Streptococcus pasteurianus ATCC 43144","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","197614","981540","","",""
"437529","1123352","below_species","Tepidimicrobium xylanilyticum DSM 23310","1","131567","2","","","1239","","186801","186802","","","31979","","285105","","","","1123352","437529","","",""
"633697","29322","below_species","[Eubacterium] cellulosolvens 6","1","131567","2","","","1239","","186801","186802","","","186806","","1730","","","","29322","633697","","",""
"1460373","1453987","below_below_species","Chlamydia muridarum str. Nigg 2 MCR","1","131567","2","","51290","204428","","204429","51291","","","809","1113537","810","","","","83560","1453987","1460373","",""
"1507806","196","subspecies","Campylobacter fetus subsp. testudinum","1","131567","2","","","1224","68525","29547","213849","","","72294","","194","","","","196","","","1507806",""
"32022","197","subspecies","Campylobacter jejuni subsp. jejuni","1","131567","2","","","1224","68525","29547","213849","","","72294","","194","","","","197","","","32022",""
"76859","851","subspecies","Fusobacterium nucleatum subsp. animalis","1","131567","2","","","32066","","203490","203491","","","203492","","848","","","","851","","","76859",""
"155615","851","subspecies","Fusobacterium nucleatum subsp. vincentii","1","131567","2","","","32066","","203490","203491","","","203492","","848","","","","851","","","155615",""
"39831","573","subspecies","Klebsiella pneumoniae subsp. rhinoscleromatis","1","131567","2","","","1224","","1236","91347","","","543","","570","","","","573","","","39831",""
"144177","2051","subspecies","Mobiluncus curtisii subsp. curtisii","1","131567","2","","","201174","","1760","2037","","","2049","","2050","","","","2051","","","144177",""
"145393","1290","subspecies","Staphylococcus hominis subsp. novobiosepticus","1","131567","2","","","1239","","91061","1385","","","90964","","1279","","","","1290","","","145393",""
"1272910","1328","subspecies","Streptococcus anginosus subsp. whileyi","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","671232","","1328","","","1272910",""
"119602","1334","subspecies","Streptococcus dysgalactiae subsp. equisimilis","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","119603","","1334","","","119602",""
"53354","315405","subspecies","Streptococcus gallolyticus subsp. gallolyticus","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","315405","","","53354",""
"1408176","32022","below_subspecies","Campylobacter jejuni subsp. jejuni F38011","1","131567","2","","","1224","68525","29547","213849","","","72294","","194","","","","197","","","32022","1408176"
"469607","76859","below_subspecies","Fusobacterium nucleatum subsp. animalis 4_8","1","131567","2","","","32066","","203490","203491","","","203492","","848","","","","851","","","76859","469607"
"469604","155615","below_subspecies","Fusobacterium nucleatum subsp. vincentii 3_1_36A2","1","131567","2","","","32066","","203490","203491","","","203492","","848","","","","851","","","155615","469604"
"1353243","1272910","below_subspecies","Streptococcus anginosus subsp. whileyi MAS624","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","671232","","1328","","","1272910","1353243"
"486410","119602","below_subspecies","Streptococcus dysgalactiae subsp. equisimilis GGS_124","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","119603","","1334","","","119602","486410"
"990317","53354","below_subspecies","Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","315405","","","53354","990317"
